Plot ID,Sowing date,Harvest date,Width,Length,Row,Column,Replicate,Rack,Accession,AlDe_CalcIcpYldRe_ppm,AlWtGr_CalcIcpTgw_uggrain,AsDe_CalcIcpYldRe_ppm,AsWtGr_CalcIcpTgw_uggrain,AwnPreAb_Vis_0to1 2019-08-07,CaDe_CalcIcpYldRe_ppm,CaWtGr_CalcIcpTgw_uggrain,CdDe_CalcIcpYldRe_ppm,CdWtGr_CalcIcpTgw_uggrain,CoDe_CalcIcpYldRe_ppm,CoWtGr_CalcIcpTgw_uggrain,CrDe_CalcIcpYldRe_ppm,CrWtGr_CalcIcpTgw_uggrain,CuDe_CalcIcpYldRe_ppm,CuWtGr_CalcIcpTgw_uggrain,FeDe_CalcIcpYldRe_ppm,FeWtGr_CalcIcpTgw_uggrain,FrWtGrnPl_Fh_kg,GrnAlCnc_Icp_ppm,GrnAlOff_CalcIcpYld_kgha,GrnAsCnc_Icp_ppm,GrnAsOff_CalcIcpYld_kgha,GrnCaCnc_Icp_ppm,GrnCaOff_CalcIcpYld_kgha,GrnCdCnc_Icp_ppm,GrnCdOff_CalcIcpYld_kgha,GrnCoCnc_Icp_ppm,GrnCoOff_CalcIcpYld_kgha,GrnCrCnc_Icp_ppm,GrnCrOff_CalcIcpYld_kgha,GrnCuCnc_Icp_ppm,GrnCuOff_CalcIcpYld_kgha,GrnFeCnc_Icp_ppm corrected,GrnFeOff_CalcIcpYld_kgha,GrnKCnc_Icp_ppm,GrnKOff_CalcIcpYld_kgha,GrnMc_CalcFh_%,GrnMgCnc_Icp_ppm,GrnMgOff_CalcIcpYld_kgha,GrnMnCnc_Icp_ppm,GrnMnOff_CalcIcpYld_kgha,GrnMoCnc_Icp_ppm,GrnMoOff_CalcIcpYld_kgha,GrnNaCnc_Icp_ppm,GrnNaOff_CalcIcpYld_kgha,GrnNiCnc_Icp_ppm,GrnNiOff_CalcIcpYld_kgha,GrnPCnc_Icp_ppm,GrnPOff_CalcIcpYld_kgha,GrnPbCnc_Icp_ppm,GrnPbOff_CalcIcpYld_kgha,GrnSCnc_Icp_ppm,GrnSOff_CalcIcpYld_kgha,GrnSeCnc_Icp_ppm,GrnSeOff_CalcIcpYld_kgha,GrnSsDrWt_Fh_g,GrnSsFrWt_Fh_g,GrnTiCnc_Icp_ppm,GrnTiOff_CalcIcpYld_kgha,GrnYld100_Fh_tha,GrnYld85_Fh_tha,GrnZnCnc_Icp_ppm,GrnZnOff_CalcIcpYld_kgha,HarPlL_Fh_m,HarPlW_Fh_m,KDe_CalcIcpYldRe_ppm,KWtGr_CalcIcpTgw_uggrain,LodAr_Vis_% 2019-08-05 2019-08-07,LodSev_Vis_0to10 2019-08-05 2019-08-07,MgDe_CalcIcpYldRe_ppm,MgWtGr_CalcIcpTgw_uggrain,MnDe_CalcIcpYldRe_ppm,MnWtGr_CalcIcpTgw_uggrain,MoDe_CalcIcpYldRe_ppm,MoWtGr_CalcIcpTgw_uggrain,NaDe_CalcIcpYldRe_ppm,NaWtGr_CalcIcpTgw_uggrain,NiDe_CalcIcpYldRe_ppm,NiWtGr_CalcIcpTgw_uggrain,NoGr_TgwMeas_No,NoGr_TgwMeas_No sample_1,NoGr_TgwMeas_No sample_2,PDe_CalcIcpYldRe_ppm,PWtGr_CalcIcpTgw_uggrain,PbDe_CalcIcpYldRe_ppm,PbWtGr_CalcIcpTgw_uggrain,SDe_CalcIcpYldRe_ppm,SWtGr_CalcIcpTgw_uggrain,SeDe_CalcIcpYldRe_ppm,SeWtGr_CalcIcpTgw_uggrain,TGW_CalcTGW_g,TGrUa_CalcFh_m2,TiDe_CalcIcpYldRe_ppm,TiWtGr_CalcIcpTgw_uggrain,WtGr_TgwMeas_g,WtGr_TgwMeas_g sample_1,WtGr_TgwMeas_g sample_2,ZnDe_CalcIcpYldRe_ppm,ZnWtGr_CalcIcpTgw_uggrain
480,2018-10-26,2019-08-22,1.8,4.483,13,61,2,61,Crusoe,,0.198575443,,0.001258612,3.0,,14.47657436,,0.001275394,,,,0.004984104,,0.110455807,,1.171868652,8.819,5.9165,0.056855839,0.0375,0.000360364,431.3255,4.144912223,0.038,0.000365169,,,0.1485,0.001427042,3.291,0.03162555,34.9155,0.335527769,4166.184,40.03581282,12.07100592,891.1615,8.563802033,33.778,0.324596726,0.2245,0.00215738,14.086,0.135362351,0.195,0.001873893,3049.4815,29.30462758,0.01,9.6971,1355.0245,13.02139014,,,74.3,84.5,0.855,0.008216301,9.609708266,11.30553914,19.77,0.189983932,4.483,1.8,,139.8296008,100.0,0.0,,29.91004641,,1.133690748,,0.007534892,,0.472768307,,0.006544783,,508.0,508.0,,102.3497236,,0.00033563,,45.47867662,,,33.56299213,28.63185806,,0.028696358,,17.2,16.9,,0.663540354
481,2018-10-26,2019-08-08,1.8,4.483,12,2,3,2,ParW239_0068,-3.933614355,0.146570286,-0.015047285,0.000846249,,-49.78231758,17.33713608,-0.001934417,0.000940276,,,-0.130039967,0.00302769,0.458095817,0.16913692,-9.674297163,1.480107897,7.008,3.897,0.029466276,0.0225,0.000170129,460.9585,3.485432433,0.025,0.000189032,,,0.0805,0.000608682,4.497,0.034003039,39.353,0.297558723,4235.823,32.02820832,12.93532338,1098.8805,8.308933961,31.016,0.234520401,0.3915,0.002960238,12.0965,0.091464922,0.1545,0.001168216,3951.1135,29.87544245,0.0265,0.000200374,1540.703,11.6496739,,,70.0,80.4,0.591,0.004468712,7.56127164,8.895613694,25.1545,0.190200007,4.483,1.8,-32.21490715,159.3137772,60.0,4.0,-12.13030092,41.33005632,-8.874163348,1.166544521,0.085777368,0.014724729,-2.258606968,0.454962142,0.018439129,0.005810908,,500.0,513.0,19.32494087,148.6055522,-0.019923165,0.000996693,-73.61181894,57.94746723,,,37.61105627,20.10385347,-0.238820594,0.022228134,,19.3,18.8,2.288558582,0.946087315
482,2018-10-26,2019-08-08,1.8,4.483,12,3,3,3,ParW387_0074,0.286488403,0.431698247,0.006204846,0.00224518,,164.0097881,28.57702697,0.009295356,0.001579942,,,-0.166791174,0.003554869,1.040053982,0.215890701,-7.491252872,1.967817235,6.061,10.383,0.068395083,0.054,0.00035571,687.321,4.527533137,0.038,0.000250314,,,0.0855,0.000563207,5.1925,0.034204129,47.329,0.311766432,4444.9015,29.27953435,12.300123,1192.8735,7.857717572,36.4565,0.240146906,0.357,0.002351637,15.097,0.099447227,0.1805,0.001188993,4143.815,27.296212,,,1546.48,10.18700061,,,71.3,81.3,0.8095,0.005332353,6.587217817,7.749668019,25.418,0.167433902,4.483,1.8,148.6796279,184.8074918,90.0,9.0,37.69315552,49.59659051,-4.356098605,1.515766845,0.055736535,0.014843135,0.667884992,0.627694158,0.030870081,0.007504722,,510.0,517.0,106.0445246,172.2890949,,,-118.9780574,64.29863291,,,41.57740993,15.84326159,-0.178157217,0.033656913,,21.3,21.4,0.952010093,1.056814606
483,2018-10-26,2019-08-08,1.8,4.483,12,4,3,4,ParW560_0059,-8.797173368,0.139478916,0.041196469,0.003562365,1.0,55.71789227,20.94243567,0.018721017,0.001745911,,,-0.224714932,0.002698227,1.756006493,0.21308936,-13.81139589,1.685844926,5.024,3.9545,0.02153553,0.101,0.000550029,593.759,3.233509797,0.0495,0.000269569,,,0.0765,0.000416606,6.0415,0.032900974,47.797,0.260294274,3979.768,21.67313475,12.53071253,1307.378,7.11975662,36.558,0.199088605,0.3105,0.00169093,13.2535,0.072176291,0.147,0.000800537,4265.069,23.22683512,0.047,0.000255954,1692.8215,9.21881589,,,71.2,81.4,0.674,0.003670489,5.445828689,6.406857281,29.9205,0.162941917,4.483,1.8,-349.4796355,140.3701423,95.0,9.0,100.4401083,46.11244571,-5.335501474,1.289434877,0.014461755,0.010951626,-1.262337086,0.46746335,-0.018530031,0.005184828,,509.0,506.0,103.1096923,150.4329756,0.004424959,0.001657734,-32.56582919,59.70739872,,,35.27093596,15.43998916,-0.498609015,0.023772611,,18.0,17.8,3.579585008,1.055324039
484,2018-10-26,2019-08-08,1.8,4.483,12,5,3,5,ParW239_0041,-6.046270409,0.260252668,0.023859298,0.002937352,,-119.1268676,14.04189466,0.002299069,0.001122134,,,-0.164959288,0.005214625,-0.106626984,0.139870751,-4.47441262,1.985220751,4.503,7.8855,0.038942808,0.089,0.00043953,425.461,2.101153539,0.034,0.00016791,,,0.158,0.000780288,4.238,0.020929506,60.151,0.297057748,4797.55,23.69286295,11.50121065,1090.7645,5.386777378,38.5385,0.190323686,0.2415,0.001192656,15.2435,0.07528054,0.185,0.000913629,4193.7415,20.71093425,0.062,0.000306189,1633.569,8.067435761,0.038,0.000187664,73.1,82.6,1.354,0.006686775,4.938533824,5.810039793,24.641,0.121690412,4.483,1.8,453.6239347,158.3381126,95.0,9.0,-139.1772361,35.99953982,-3.835412985,1.271922826,-0.052215876,0.007970455,0.689118947,0.503095751,0.012403102,0.006105731,,504.0,508.0,-23.4140202,138.4100456,0.02034776,0.002046245,-118.4541286,53.91423379,-0.026709035,0.00125415,33.00395257,14.96346177,0.099188434,0.044687352,,16.9,16.5,-2.533232785,0.813250395
485,2018-10-26,2019-08-08,1.8,4.483,12,6,3,6,ParW566_0026,11.94862486,0.756957327,,,,-85.30185339,15.38987059,0.011834133,0.001417822,,,-0.098583998,0.004997822,0.175110972,0.152167723,9.202360383,2.206821881,6.323,21.3555,0.147004336,,,434.1835,2.988778395,0.04,0.000275347,,,0.141,0.000970598,4.293,0.02955162,62.2595,0.428574205,4436.404,30.53876627,12.15066829,1127.7165,7.762834632,38.303,0.263665429,0.5495,0.00378258,14.5955,0.100470688,0.199,0.001369851,4164.265,28.66544966,0.058,0.000399253,1546.9615,10.64878124,,,72.3,82.3,1.8345,0.012628103,6.883675669,8.098441963,28.826,0.198428835,4.483,1.8,148.7600499,157.2507556,30.0,7.0,-14.02063662,39.97252545,-2.228851105,1.357670693,0.246879367,0.019477327,0.188909686,0.517345446,0.053499884,0.007053663,,505.0,505.0,158.7506182,147.6046406,0.012809425,0.002055842,-102.9308728,54.83289277,,,35.44554455,19.42042577,0.8948811,0.065024851,,17.6,18.2,4.84699236,1.021753267
486,2018-10-26,2019-08-08,1.8,4.483,12,7,3,7,Crusoe,,0.102149556,,0.000967423,3.0,,12.49577739,,0.001364758,,,,0.002349457,,0.120202369,,1.220715696,9.431,2.9565,0.030538796,0.028,0.000289222,361.6635,3.735757714,0.0395,0.00040801,,,0.068,0.000702397,3.479,0.035935894,35.331,0.364947128,4185.997,43.23873044,11.61928307,872.277,9.010075752,29.46,0.304303371,0.3995,0.004126585,10.6635,0.110147284,0.147,0.001518418,3087.3355,31.89024441,,,1297.3295,13.40060218,,,71.5,80.9,0.8515,0.008795462,10.32937444,12.15220523,19.0255,0.196521513,4.483,1.8,,144.6297088,100.0,0.0,,30.13790227,,1.01786772,,0.01380306,,0.368432873,,0.005078973,,508.0,505.0,,106.6700321,,,,44.8238228,,,34.55083909,29.89616089,,0.029420039,,17.3,17.7,,0.657346989
487,2018-10-26,2019-08-08,1.8,4.483,12,8,3,8,ParW218_0026,-4.316905654,0.307243476,,,1.0,-107.5573517,18.09922799,0.019693099,0.00211509,,,-0.084288173,0.008289442,1.645355498,0.250755627,-2.879321468,2.373515139,5.473,7.1905,0.043004288,,,423.581,2.533314681,0.0495,0.000296045,,,0.194,0.001160258,5.8685,0.035097791,55.548,0.332216421,4758.4175,28.45871017,11.82033097,1336.354,7.992344338,42.314,0.253067719,0.742,0.004437686,12.044,0.072031659,0.187,0.001118393,4598.3585,27.50144387,0.0115,6.87782,1783.9565,10.66932462,,,74.6,84.6,0.899,0.005376657,5.980708957,7.036128185,33.232,0.19875092,4.483,1.8,444.64647,203.3228195,90.0,9.0,153.6708432,57.10118187,0.927033592,1.808038446,0.443513101,0.03170498,-2.431197196,0.514629084,0.028921114,0.007990339,,501.0,503.0,494.5968344,196.4836451,-0.032048022,0.000491384,86.65335717,76.22682654,,,42.72908367,13.99681071,-0.186936499,0.038413446,,21.2,21.7,7.7697165,1.419972908
488,2018-10-26,2019-08-08,1.8,4.483,12,9,3,9,ParW219_0030,-3.000829934,0.128429204,,,,-94.68118955,15.52524513,0.00820213,0.001293805,,,-0.117234247,0.002530531,0.299493603,0.162315487,-10.79351918,1.313383628,7.481,3.375,0.027629937,,,407.989,3.340062288,0.034,0.000278346,,,0.0665,0.000544412,4.2655,0.034920147,34.5145,0.282558059,4077.4005,33.38024222,11.69451074,920.5895,7.536542091,26.941,0.220556481,0.4425,0.003622592,10.4905,0.08588203,0.1085,0.000888251,3520.345,28.81982498,0.019,0.000155546,1476.9865,12.09156842,,,74.0,83.8,0.543,0.00444535,8.186647894,9.631350463,19.25,0.157592972,4.483,1.8,-172.5423266,155.1577181,20.0,7.0,-162.0629258,35.03128186,-12.356928,1.025188496,0.133914429,0.016838496,-3.817091246,0.399196018,-0.018849072,0.004128761,,507.0,510.0,-343.3995023,133.960031,-0.028560763,0.000723009,-104.4925904,56.20391106,,,38.05309735,21.51374912,-0.185484021,0.020662832,,19.7,19.0,-2.588654931,0.732522124
489,2018-10-26,2019-08-08,1.8,4.483,12,10,3,10,ParW305_0108,-6.34206987,0.121563093,,,1.0,134.57592,21.88869946,0.02137656,0.00166502,,,-0.154375953,0.003196838,0.073762398,0.140560968,-9.117017159,1.513086709,6.038,3.6505,0.02420975,,,657.3105,4.359217389,0.05,0.000331595,,,0.096,0.000636662,4.221,0.027993249,45.4375,0.301336948,4326.521,28.69305386,11.36890951,1203.8645,7.983908765,40.5635,0.269013068,0.275,0.001823772,13.6215,0.090336423,0.1675,0.001110843,4377.494,29.03110169,0.02,0.000132638,1493.0155,9.901529231,0.002,1.32638,76.4,86.2,0.553,0.003667441,6.631899824,7.802235087,24.287,0.161068951,4.483,1.8,31.59198883,144.0748594,95.0,9.0,50.71031035,40.08916369,-0.206784456,1.350780583,-0.026468016,0.009157609,-0.804220095,0.453601334,0.018492523,0.005577816,,502.0,510.0,344.5851499,145.7722804,-0.024732579,0.000666008,-170.0965037,49.71800627,-0.065295235,6.668,33.30039526,19.9153787,-0.427416902,0.018415119,,17.2,16.5,-0.105592137,0.8087667
490,2018-10-26,2019-08-08,1.8,4.483,12,11,3,11,ParW305_0035,-10.17981681,0.114639373,-0.01213865,0.001619589,1.0,11.60014883,16.99607013,0.022299424,0.001650147,,,-0.19495093,0.003911459,0.164895745,0.137802547,-21.46525295,1.318864643,4.476,3.7515,0.018527641,0.053,0.000261753,556.1855,2.746849356,0.054,0.000266691,,,0.128,0.000632157,4.5095,0.022271198,43.159,0.213150597,3997.914,19.74461308,10.96385542,1348.444,6.65959924,37.059,0.183024351,0.4005,0.001977961,14.6245,0.07222644,0.197,0.00097293,4540.481,22.42420436,0.0475,0.00023459,1732.126,8.55450059,,,73.9,83.0,0.452,0.002232305,4.938728817,5.810269196,27.7195,0.136899093,4.483,1.8,-346.0064233,122.1693602,99.0,9.0,118.511106,41.20612419,-5.314728326,1.132459158,0.106783232,0.01223859,0.070133762,0.44689951,0.024405818,0.00601998,,508.0,513.0,323.3466959,138.7492725,0.005847405,0.001451518,-19.88689041,52.93078472,,,30.5582762,16.16167347,-0.802779969,0.013812341,,15.7,15.5,0.545587523,0.847060137
491,2018-10-26,2019-08-08,1.8,4.483,12,12,3,12,ParW219_0064,-3.780216616,0.148133766,-0.012602512,0.000925475,,-63.56092701,17.19921139,0.021228784,0.001850949,,,-0.153690837,0.002043756,0.113563473,0.159721479,-5.726732631,1.649137762,6.98,3.8415,0.029391592,0.024,0.000183626,446.021,3.412538638,0.048,0.000367251,,,0.053,0.000405507,4.142,0.031690739,42.7665,0.327209557,4212.4775,32.22996726,11.54791155,1008.2055,7.713852539,35.5555,0.272037679,0.5235,0.004005336,14.018,0.107252723,0.1285,0.000983163,3765.105,28.8070882,0.0295,0.000225707,1512.7575,11.57421605,,,72.0,81.4,0.546,0.004177485,7.651071671,9.001260789,23.1005,0.176743581,4.483,1.8,-52.96206931,162.4391923,70.0,7.0,-98.73321962,38.87785445,-4.249622139,1.371071229,0.217366268,0.020186913,-0.330284014,0.540554246,-0.006309912,0.004955145,,500.0,501.0,-156.9128677,145.1878651,-0.017086516,0.001137562,-96.84231832,58.33410539,,,38.56143856,19.84125063,-0.26926931,0.021054545,,19.1,19.5,0.382070352,0.890788511
492,2018-10-26,2019-08-08,1.8,4.483,12,13,3,13,ParW496_0067,-3.239016444,0.115189296,,,1.0,-71.97659989,16.85939584,0.018859797,0.001746482,,,-0.114515651,0.002570664,0.199106274,0.163070367,-3.538066125,1.61908662,7.54,2.935,0.024282437,,,429.574,3.554038639,0.0445,0.000368166,,,0.0655,0.000541908,4.155,0.034375988,41.254,0.34131095,4471.8385,36.99732018,11.45703611,1017.875,8.42128965,36.292,0.300258326,0.386,0.003193533,13.1765,0.109014489,0.1215,0.001005218,3883.787,32.13213338,0.0525,0.000434354,1509.1305,12.48564417,,,71.1,80.3,0.381,0.003152166,8.273402579,9.733414799,21.082,0.174419873,4.483,1.8,224.4058951,175.5052573,70.0,8.0,-60.84343909,39.94831516,-2.923770753,1.424344103,0.07701727,0.015149257,-1.124499676,0.517135183,-0.004640536,0.004768484,,504.0,505.0,29.48184033,152.42613,0.004781425,0.002060456,-67.79348741,59.2285112,,,39.24677899,21.08046263,-0.333426208,0.014953023,,20.3,19.3,-0.614145658,0.827400595
493,2018-10-26,2019-08-08,1.8,4.483,12,14,3,14,ParW145_0062,-10.54195426,0.14114768,-0.026222448,0.001555775,,-104.0082748,17.18767631,0.016612207,0.001886377,,,-0.258866467,0.002664265,0.264387753,0.179730898,-14.41340612,1.976748174,4.388,3.629,0.017548808,0.04,0.000193429,441.9065,2.136933686,0.0485,0.000234532,,,0.0685,0.000331246,4.621,0.022345837,50.8235,0.245767938,4384.566,21.20250954,11.07266436,1281.7225,6.198044125,49.0405,0.237145859,0.4105,0.001985061,14.1105,0.06823435,0.1445,0.000698761,4625.8935,22.36950044,0.054,0.000261129,1840.464,8.899958518,,,77.1,86.7,0.476,0.0023018,4.835714536,5.689075925,24.889,0.120356099,4.483,1.8,37.6648884,170.5349461,95.0,8.0,47.11830999,49.85179319,6.569216486,1.907399506,0.117254826,0.01596614,-0.451693203,0.548819052,-0.029529221,0.005620237,,504.0,509.0,397.5507282,179.9212279,0.012534795,0.002100296,83.04228742,71.58369358,,,38.89437315,12.43294118,-0.795472502,0.018513722,,19.9,19.5,-2.454130892,0.968042053
494,2018-10-26,2019-08-08,1.8,4.483,12,15,3,15,ParW103_0089,-7.763429771,0.16430337,0.014101608,0.002590287,,-100.4691976,15.65810753,0.019050113,0.001780823,,,-0.226953137,0.002392418,-0.059885414,0.151261992,-15.11895142,1.633769822,5.084,4.567,0.025698103,0.072,0.000405138,435.235,2.449028615,0.0495,0.000278532,,,0.0665,0.00037419,4.2045,0.023658347,45.4125,0.255532096,4291.8765,24.15000714,10.6888361,1082.5005,6.091133985,39.0285,0.219609896,0.3425,0.001927217,12.0915,0.068037795,0.133,0.000748379,4064.1465,22.8685907,0.0305,0.000171621,1609.9675,9.059143856,,,75.2,84.2,0.4515,0.00254055,5.626911013,6.619895309,19.476,0.109589719,4.483,1.8,-32.13157099,154.4054677,95.0,9.0,-116.2260143,38.94426972,-2.693515345,1.404097671,0.04563277,0.012321853,-2.410578557,0.435006392,-0.030007465,0.004784836,,506.0,503.0,-78.11014733,146.2126045,-0.012404441,0.001097275,-105.912001,57.92053543,,,35.97621407,15.64064246,-0.69176626,0.016243261,,18.5,17.8,-6.567456586,0.700672745
495,2018-10-26,2019-08-08,1.8,4.483,12,16,3,16,ParW219_0005,-11.33553924,0.123970796,-0.012571611,0.001933628,,-76.39679241,15.94787699,0.025447299,0.001950442,,,-0.271048478,0.002421239,0.68424074,0.170949558,-12.73127602,1.838846903,4.065,3.6865,0.016478116,0.0575,0.000257017,474.2395,2.119781284,0.058,0.000259252,,,0.072,0.000321829,5.0835,0.022722502,54.6815,0.244418317,4039.3245,18.05519041,11.26927639,1281.2595,5.727042787,59.6155,0.266472576,0.418,0.001868399,10.408,0.04652224,0.146,0.000652599,4428.951,19.79676395,0.022,9.83368,1748.704,7.816451413,,,74.8,84.3,0.549,0.00245395,4.469853911,5.258651659,29.218,0.130600192,4.483,1.8,-318.1626827,135.8356912,99.0,9.0,30.06495692,43.08660265,16.79774411,2.004769027,0.126429716,0.014056637,-4.181991079,0.35000354,-0.03312584,0.004909735,,512.0,505.0,160.8007666,148.9381752,-0.018799682,0.000739823,-27.92742848,58.80597522,,,33.62831858,13.291934,-0.781756912,0.018461947,,17.6,16.6,1.273881024,0.982552212
496,2018-10-26,2019-08-08,1.8,4.483,12,17,3,17,ParW110_0016,-2.326349433,0.35175209,,,,-33.25193526,18.89559075,0.002616971,0.00123209,,,-0.243083663,0.001402687,0.235972688,0.169232239,-8.044444635,1.919481791,5.353,9.2785,0.055103344,,,498.427,2.960068365,0.0325,0.000193012,,,0.037,0.000219736,4.464,0.026510894,50.632,0.300694347,4147.805,24.63306837,10.47503045,1160.366,6.891205109,50.1545,0.297858561,0.184,0.001092743,15.2025,0.090284915,0.148,0.000878945,4123.1815,24.48683382,0.056,0.000332574,1620.636,9.62466591,0.0295,0.000175195,73.5,82.1,0.3445,0.002045924,5.938820259,6.986847364,23.074,0.137032339,4.483,1.8,-167.1780674,157.2451448,99.0,9.0,-24.21664593,43.98999463,8.727864724,1.901379552,-0.114295135,0.006975522,0.724120125,0.576333582,-0.010662416,0.005610746,,501.0,504.0,14.86213505,156.3116569,0.012528176,0.002122985,-78.86653226,61.43903642,-0.036736727,0.001118358,37.91044776,15.66539202,-0.748224185,0.013060149,,19.4,18.7,-2.457092786,0.874745672
497,2018-10-26,2019-08-08,1.8,4.483,12,18,3,18,ParW103_0046,-5.968856792,0.233233598,,,,-61.4825285,22.1311055,0.016681807,0.002183746,,,-0.17726187,0.004248811,0.591701123,0.227085877,-8.130053511,2.31182775,5.627,4.913,0.030704369,,,466.1855,2.913480881,0.046,0.000287482,,,0.0895,0.000559341,4.7835,0.029895043,48.698,0.304343854,4462.644,27.88981634,10.37735849,1267.7515,7.922961477,50.2935,0.314315119,0.4505,0.002815453,12.6425,0.079010784,0.1105,0.000690583,4316.1475,26.9742693,0.0085,5.31217,1855.4505,11.59585521,0.156,0.00097494,76.0,84.8,0.5735,0.003584155,6.249617119,7.352490728,24.5065,0.153156242,4.483,1.8,156.6537496,211.8539619,99.0,9.0,97.26228001,60.18364405,9.161191356,2.387570515,0.150782054,0.021386472,-1.812265712,0.600174182,-0.043832863,0.005245738,,502.0,507.0,241.6443841,204.8993709,-0.035537183,0.000403518,172.2665299,88.08332899,0.089288608,0.007405748,47.47274529,13.16464232,-0.468862361,0.027225619,,24.0,23.9,-0.51405627,1.163390833
498,2018-10-26,2019-08-08,1.8,4.483,12,19,3,19,ParW042_0002,-3.658207439,0.211052652,,,,-103.7658675,12.33126405,0.01315458,0.001235756,,,-0.243404024,0.000697839,-0.220045208,0.115535953,-12.8891521,1.280185462,5.641,7.2585,0.045254103,,,424.0955,2.644080935,0.0425,0.000264972,,,0.024,0.000149631,3.9735,0.024773325,44.028,0.27449854,4840.775,30.18046852,10.81409478,1093.7625,6.819210705,36.9845,0.230584883,0.218,0.001359151,18.248,0.113769632,0.1295,0.000807385,4131.075,25.75574758,0.017,0.000105989,1565.266,9.758863249,,,73.4,82.3,0.3875,0.002415921,6.234635678,7.334865503,22.188,0.138334096,4.483,1.8,534.351266,140.7533792,95.0,9.0,-77.40606994,31.80291749,-4.161996166,1.075384283,-0.081649362,0.006338703,3.792096007,0.530590177,-0.025041562,0.003765422,,512.0,506.0,54.94182861,120.1177014,-0.027009931,0.000494303,-118.704579,45.51264597,,,29.07662083,21.44209162,-0.657289968,0.011267191,,14.9,14.7,-2.857165826,0.645152063
499,2018-10-26,2019-08-08,1.8,4.483,12,20,3,20,ParW103_0024,-6.306927158,0.18008368,,,,-93.32652355,15.92552537,0.015401284,0.001642433,-0.00411654,0.000529228,-0.246878066,0.000967211,-0.778791532,0.125226409,-13.64204692,1.609730564,5.509,4.934,0.03007402,,,436.3335,2.659566804,0.045,0.000274287,0.0145,8.83813,0.0265,0.000161524,3.431,0.020912842,44.104,0.268825415,4513.189,27.50906737,10.71863581,1040.459,6.341869735,44.2845,0.26992561,0.234,0.001426291,13.697,0.083486797,0.127,0.000774098,3871.8375,23.59986223,0.0115,7.00955,1633.3705,9.955820402,0.082,0.000499811,73.3,82.1,0.384,0.00234058,6.095261548,7.170895938,19.797,0.120667893,4.483,1.8,202.7325159,164.7247024,95.0,9.0,-137.0296434,37.97520979,3.006015634,1.616318546,-0.065011315,0.008540653,-0.769493558,0.499920178,-0.029483112,0.004635312,,503.0,508.0,-219.4602722,141.3163242,-0.0322564,0.000419733,-57.91799529,59.61559985,0.015524348,0.002992878,36.49851632,16.70002554,-0.683374287,0.01401543,,18.8,18.1,-5.477111456,0.722561128
500,2018-10-26,2019-08-08,1.8,4.483,12,21,3,21,ParW103_0065,-5.564467852,0.161464685,,,,-128.2113574,14.60746713,-0.001567501,0.001000699,,,-0.132556621,0.004317832,-0.800149697,0.12391993,-10.91546061,1.610606993,5.986,4.3565,0.029025964,,,394.126,2.625935331,0.027,0.000179892,,,0.1165,0.000776202,3.3435,0.02227667,43.456,0.289533413,4702.189,31.32917957,10.18404908,979.167,6.523876173,41.2715,0.274978789,0.254,0.001692321,13.972,0.093090962,0.1375,0.000916118,3857.0175,25.69807251,,,1556.8195,10.3725898,,,73.2,81.5,0.502,0.003344665,6.662679781,7.838446801,19.3495,0.128919522,4.483,1.8,408.150598,174.276935,99.0,9.0,-172.5914386,36.2908049,0.530364362,1.529643007,-0.047608925,0.009413986,-0.451381452,0.517843357,-0.011078697,0.005096154,,501.0,500.0,-172.5423372,142.9523969,,,-104.676385,57.70030315,,,37.06293706,17.97666431,-0.473429288,0.018605594,,19.0,18.1,-4.992530842,0.717149301
501,2018-10-26,2019-08-21,1.8,4.483,12,22,1,22,ParW396_0010,42.31470068,1.799462055,-0.001374121,0.001677717,1.0,118.7815193,21.89063622,0.028763492,0.00196581,-0.011492226,0.000220306,0.092164697,0.012099901,-0.060059607,0.139860623,48.46075641,3.559523172,6.085,53.092,0.334190982,0.0495,0.000311581,645.8695,4.065466787,0.058,0.000365085,0.0065,4.09147,0.357,0.002247159,4.1265,0.025974518,105.0215,0.661064534,4202.1225,26.45052826,16.52694611,1175.271,7.397818316,40.7935,0.256777289,0.3275,0.00206147,18.6875,0.117629661,0.2215,0.001394246,4079.274,25.67725053,0.1105,0.000695549,1611.796,10.14555279,0.11,0.000692402,69.7,83.5,2.4055,0.015141573,6.294563821,7.405369201,25.537,0.160744276,4.483,1.8,-102.5672306,142.4237171,99.0,9.0,6.819937712,39.83378982,-0.296243827,1.382625543,0.02757629,0.011100049,4.236149313,0.633380682,0.067793267,0.007507362,,506.0,506.0,9.661309583,138.2599785,0.066381056,0.003745208,-69.02801845,54.62905415,0.043219963,0.003728261,33.89328063,18.571716,1.370420846,0.081530287,,16.9,17.4,0.590276305,0.865532708
