Plot ID,Sowing date,Harvest date,Width,Length,Row,Column,Replicate,Rack,Accession,PECO:0007167,PECO:0007102,AvailN_CalcNutAvail_kgha,BioYld100_CalcGbSamp_tha,BmsNOff_CalcCombYld_kgha,BmsNUpE_CalcFh_kgNOff/kg_Navail,BmsNUtE_CalcFh_kg_biomass/kg_Noff,FertN_FertApl_kgha,FrWtGrnPl_Fh_kg,GrnAlCnc_Icp_ppm,GrnAlOff_CalcIcpYld_kgha,GrnAsCnc_Icp_ppm,GrnAsOff_CalcIcpYld_kgha,GrnCaCnc_Icp_ppm,GrnCaOff_CalcIcpYld_kgha,GrnCdCnc_Icp_ppm,GrnCdOff_CalcIcpYld_kgha,GrnCoCnc_Icp_ppm,GrnCoOff_CalcIcpYld_kgha,GrnCrCnc_Icp_ppm,GrnCrOff_CalcIcpYld_kgha,GrnCuCnc_Icp_ppm,GrnCuOff_CalcIcpYld_kgha,GrnFeCnc_Icp_ppm,GrnFeOff_CalcIcpYld_kgha,GrnKCnc_Icp_ppm,GrnKOff_CalcIcpYld_kgha,GrnMc_CalcFh_%,GrnMgCnc_Icp_ppm,GrnMgOff_CalcIcpYld_kgha,GrnMnCnc_Icp_ppm,GrnMnOff_CalcIcpYld_kgha,GrnMoCnc_Icp_ppm,GrnMoOff_CalcIcpYld_kgha,GrnNCnc_Com_%,GrnNOff_CalcCombYld_kgha,GrnNUE_CalcFh_kg_grain/kg_Navail,GrnNUpE_CalcFh_kgNOff/kg_Navail,GrnNUtE_CalcFh_kg_grain/kg_Noff,GrnNaCnc_Icp_ppm,GrnNaOff_CalcIcpYld_kgha,GrnNiCnc_Icp_ppm,GrnNiOff_CalcIcpYld_kgha,GrnPCnc_Icp_ppm,GrnPOff_CalcIcpYld_kgha,GrnPbCnc_Icp_ppm,GrnPbOff_CalcIcpYld_kgha,GrnSCnc_Icp_ppm,GrnSOff_CalcIcpYld_kgha,GrnSeCnc_Icp_ppm,GrnSeOff_CalcIcpYld_kgha,GrnSsDrWt_Fh_g,GrnSsFrWt_Fh_g,GrnTiCnc_Icp_ppm,GrnTiOff_CalcIcpYld_kgha,GrnWt_GbSamp_g,GrnYld100_Fh_tha,GrnYld85_Fh_tha,GrnZnCnc_Icp_ppm,GrnZnOff_CalcIcpYld_kgha,HI_CalcGbSamp_%,HarPlL_Fh_m,HarPlW_Fh_m,LodAr_Vis_% 2021-08-11,LodSev_Vis_0to10 2021-08-11,NHi_CalcCombYld_%,NoGr_TgwMeas_No sample_1,NoGr_TgwMeas_No sample_2,SlMinN_SoilSam_kgha,SpkPop_CalcGbSamp_m2,StmNoS_GbSamp_No,StrwChfWt_GbSamp_g,StrwNCnc_Com_%,StrwNOff_CalcCombYld_kgha,StrwYld100_CalcGbSamp_tha,StrwYld85_CalcGbSamp_tha,TGW_CalcTGW_g,WtGrSp_CalcGbSamp_g,WtGr_TgwMeas_g sample_1,WtGr_TgwMeas_g sample_2
107,2020-09-28,2021-08-14,1.8,9.0,5,57,3,1,Riband,SFP,N350,428.78,12.74301195,240.3593449,0.560565663,53.01650309,350.0,9.823,15.256,0.099696098,,,459.658,3.003808916,0.0685,0.000447639,0.005,3.26744,0.0465,0.000303872,4.303,0.02811958,33.3595,0.21800026,4990.802,32.6142818,13.42534504,997.0885,6.515851625,41.0205,0.26806396,,,2.54,165.9858992,15.24063138,0.387112037,27.1879503,12.78,0.08351574,0.1095,0.000715569,3383.672,22.11188345,0.0565,0.000369221,1497.3575,9.785048468,0.093,0.000607744,69.0,79.7,0.0345,0.000225453,162.0,6.534877922,7.688091673,31.669,0.206953049,51.28205128,7.3675,1.8,100.0,4.0,69.05739376,511.0,520.0,78.78,403.3875261,100.0,153.9,1.198,74.37344563,6.208134026,7.303687089,31.13482056,1.62,16.2,15.9
108,2020-09-28,2021-08-14,1.8,9.0,5,58,3,1,Malacca,SFP,N350,428.78,17.28423131,286.984572,0.66930494,60.22704006,350.0,13.04,16.605,0.143211251,,,365.546,3.152682918,0.052,0.000448478,0.0105,9.05582,0.058,0.000500226,3.7335,0.032199892,26.8695,0.231738314,4392.5915,37.8842832,13.42105263,961.5815,8.293242352,33.1685,0.286064581,0.0135,0.000116432,2.36,203.5402298,20.11424509,0.474696184,30.05243784,12.478,0.107617584,0.0805,0.000694279,3047.557,26.28391747,0.04,0.000344983,1345.204,11.6018276,0.0595,0.000513163,65.8,76.0,0.0255,0.000219927,147.6,8.62458601,10.14657178,28.81,0.248474323,49.89858012,7.3675,1.8,,,70.9237533,515.0,500.0,78.78,584.3215454,100.0,148.2,0.9636,83.44434213,8.659645302,10.187818,33.00492611,1.476,17.4,16.1
109,2020-09-28,2021-08-14,1.8,9.0,5,59,3,1,Xi19,SFP,N350,428.78,16.83986057,278.7799443,0.650170121,60.40556688,350.0,13.06,18.481,0.160011057,,,349.117,3.02270333,0.054,0.000467539,0.024,0.000207795,0.147,0.001272746,3.8385,0.033234265,30.7215,0.265991001,4593.938,39.77495135,13.4464752,948.041,8.208270259,37.315,0.323078437,0.011,9.52395,2.4,207.7953234,20.19249609,0.484619906,31.05725018,13.9815,0.121053763,0.082,0.000709967,2802.3635,24.26325124,,,1519.1455,13.1529721,,,66.3,76.6,0.038,0.000329009,178.1,8.658138476,10.18604527,29.5905,0.256198647,51.41454965,7.3675,1.8,,,74.53740043,514.0,514.0,78.78,486.139162,100.0,168.3,0.8676,70.98462091,8.181722097,9.625555408,33.36575875,1.781,17.6,16.7
110,2020-09-28,2021-08-14,1.8,9.0,5,60,3,1,Barrel,SFP,N350,428.78,16.40343679,293.3754669,0.684209774,55.91277607,350.0,12.469,28.9505,0.237443848,,,338.6805,2.777762086,0.052,0.000426489,0.01,8.2172,0.0515,0.000422388,4.7485,0.03894586,33.802,0.277234485,5234.99,42.93591377,13.80697051,1210.4525,9.927790533,36.434,0.298821408,0.018,0.000147631,2.37,194.3807259,19.12803394,0.453334404,27.95638803,14.0105,0.114910176,0.11,0.000902189,3245.707,26.6203748,0.0235,0.00019274,1450.852,11.89947953,,,64.3,74.6,0.04,0.000328069,129.3,8.201718393,9.649080463,30.534,0.250431269,50.0,7.3675,1.8,,,66.25663964,519.0,512.0,78.78,634.3169678,100.0,129.3,1.207,98.99474101,8.201718393,9.649080463,31.42580019,1.293,16.3,16.1
111,2020-09-28,2021-08-14,1.8,9.0,5,61,3,1,Soissons,SFP,N350,428.78,16.34040551,251.928805,0.587547938,64.86120357,350.0,12.703,34.2465,0.287038599,,,445.0015,3.729800336,0.0805,0.000674714,0.0005,4.1977,0.1235,0.001035121,4.7235,0.03959023,33.3715,0.279704747,3978.5335,33.3462597,13.77952756,1112.9515,9.328253678,41.0635,0.344175595,,,2.28,191.0992382,19.54742651,0.445681324,33.26950063,13.188,0.110535823,0.142,0.001190179,2840.994,23.81192058,,,1492.202,12.50695901,,,65.7,76.2,0.0285,0.000238874,162.6,8.381545537,9.860641808,33.299,0.279097085,51.29337539,7.3675,1.8,,,75.85446144,525.0,526.0,78.78,515.4702052,100.0,154.4,0.7643,60.82956674,7.958859969,9.363364669,33.30161751,1.626,17.4,17.6
112,2020-09-28,2021-08-14,1.8,9.0,5,62,3,1,Mercia,SFP,N350,428.78,14.58353648,249.5781921,0.582065843,58.43273546,350.0,11.644,28.781,0.222765266,,,504.408,3.904123629,0.043,0.00033282,0.022,0.00017028,0.104,0.000804961,4.276,0.033096288,33.0155,0.255540344,4516.7525,34.95971547,13.12335958,1008.8055,7.808165989,37.2005,0.287932291,0.0065,5.0311,2.43,188.082275,18.05124147,0.438645168,31.01237032,12.488,0.096657261,0.121,0.000936541,3200.3345,24.77062525,0.024,0.00018576,1543.7235,11.94843736,,,66.2,76.2,0.0275,0.00021285,148.5,7.740011319,9.105895669,32.367,0.250520946,53.07362402,7.3675,1.8,,,75.36005988,515.0,522.0,78.78,521.2128834,100.0,131.3,0.8986,61.49591708,6.843525159,8.05120607,32.4975892,1.485,16.7,17.0
113,2020-09-28,2021-08-14,1.8,9.0,5,63,3,1,Cadenza,SFP,N350,428.78,14.43937594,250.578267,0.584398216,57.62421503,350.0,11.523,23.394,0.180202491,,,401.623,3.093676369,0.07,0.000539206,0.0135,0.00010399,0.087,0.000670155,4.3085,0.033188101,31.3575,0.241544824,4384.4175,33.77288854,12.96060991,1080.4015,8.322263889,38.6795,0.297945723,,,2.46,189.492232,17.96477508,0.441933467,30.74063985,13.6,0.104759933,0.08,0.000616235,3000.4845,23.11254085,0.0985,0.000758739,1443.7705,11.12127213,,,68.5,78.7,0.0305,0.00023494,185.7,7.702936259,9.062277952,30.5775,0.235536533,53.34673944,7.3675,1.8,,,75.62197403,531.0,511.0,78.78,414.805399,100.0,162.4,0.9068,61.08603501,6.736439679,7.925223152,33.58925144,1.857,18.5,16.5
114,2020-09-28,2021-08-14,1.8,9.0,5,64,3,1,Istabraq,SFP,N350,428.78,15.77319228,255.5033953,0.595884592,61.73378737,350.0,11.85,30.098,0.235721321,,,372.7705,2.919461584,0.0395,0.000309356,0.0085,6.6572,0.0505,0.000395506,4.078,0.031938054,28.923,0.226518964,4661.9745,36.51162165,13.67989056,970.8855,7.603774762,37.82,0.296198431,,,2.22,173.865816,18.26529576,0.405489566,30.65240485,12.192,0.095485227,0.072,0.000563889,2751.5045,21.5492151,,,1331.4585,10.42770804,,,63.1,73.1,0.04,0.000313272,157.2,7.831793514,9.213874722,28.8315,0.225802355,49.65255843,7.3675,1.8,,,68.04833876,519.0,504.0,78.78,498.2056943,100.0,159.4,1.028,81.63757932,7.941398767,9.342822078,30.00977517,1.572,15.6,15.1
115,2020-09-28,2021-08-14,1.8,9.0,5,65,3,1,Paragon,SFP,N350,428.78,16.21830845,281.6525446,0.656869594,57.58268037,350.0,12.021,30.5025,0.243732443,,,386.4785,3.088184538,0.057,0.000455463,0.0225,0.000179788,0.0455,0.000363571,4.3095,0.034435373,31.5285,0.25193077,4278.45,34.18726563,13.30589849,906.1695,7.240813238,39.0405,0.311955952,,,2.56,204.5586603,18.63560023,0.477071366,28.37031946,13.1475,0.105056054,0.0635,0.000507401,2929.4495,23.4079791,0.027,0.000215745,1460.6095,11.67110635,0.027,0.000215745,63.2,72.9,0.0345,0.000275675,175.2,7.990572667,9.400673726,29.05,0.232126136,49.26884139,7.3675,1.8,,,72.62801783,511.0,514.0,78.78,456.0829148,100.0,180.4,0.937,77.09388428,8.227735783,9.679689156,33.26829268,1.752,17.2,16.9
116,2020-09-28,2021-08-14,1.8,9.0,5,66,3,1,Maris Widgeon,SFP,N350,428.78,11.56489524,221.7599899,0.517188278,52.15050397,350.0,10.658,22.3175,0.15735722,,,396.9325,2.798709298,0.04,0.000282034,0.016,0.000112814,0.0555,0.000391322,4.3985,0.031013139,31.021,0.218724244,4038.89,28.47758498,14.19518378,926.7625,6.534458192,37.0615,0.26131487,,,2.61,184.0270391,16.44396756,0.429187553,31.79493474,13.0875,0.092277926,0.078,0.000549966,3366.4605,23.73638919,0.055,0.000387796,1601.578,11.29247729,,,67.7,78.9,0.0305,0.000215051,205.4,7.050844409,8.295111069,33.341,0.235082203,60.96764619,7.3675,1.8,100.0,3.0,82.98477968,522.0,513.0,78.78,343.2738271,100.0,131.5,0.8359,37.73295086,4.514050827,5.310648031,38.55072464,2.054,20.2,19.7
117,2020-09-28,2021-08-14,1.8,9.0,5,67,3,1,Hereward,SFP,N350,428.78,14.02701277,255.8421195,0.596674564,54.82683148,350.0,11.111,16.3925,0.12087158,,,416.36,3.070068078,0.0615,0.000453476,0.018,0.000132725,0.0475,0.000350246,4.027,0.029693448,34.662,0.255583389,4498.8825,33.17291659,13.42105263,969.646,7.149772388,35.3095,0.260357788,,,2.46,181.3903226,17.1966751,0.423038207,28.82086173,12.1815,0.089821391,0.109,0.000803721,2990.86,22.05337643,,,1454.986,10.72847073,,,65.8,76.0,0.027,0.000199087,158.7,7.37359035,8.674812176,30.9105,0.227921365,52.56707519,7.3675,1.8,,,70.89931985,514.0,510.0,78.78,464.6244707,100.0,143.2,1.119,74.45179688,6.65342242,7.827555788,31.640625,1.587,16.4,16.0
118,2020-09-28,2021-08-14,1.8,9.0,5,68,3,1,Solstice,SFP,N350,428.78,16.84070767,270.1751055,0.63010193,62.33256629,350.0,12.507,19.09,0.158357954,,,407.898,3.383650753,0.0625,0.000518458,0.006,4.9772,0.0515,0.00042721,3.9135,0.032463795,31.5095,0.261381873,4258.1405,35.32270398,13.39522546,1001.404,8.306982134,38.8225,0.322045662,0.017,0.000141021,2.37,196.599451,19.34636756,0.458508911,30.7035523,12.427,0.103086134,0.072,0.000597264,2885.7,23.9378496,,,1419.8285,11.77795374,,,65.3,75.4,0.0265,0.000219826,169.2,8.295335483,9.759218216,29.7705,0.246956285,49.25764192,7.3675,1.8,,,72.76741896,510.0,510.0,78.78,490.2680546,100.0,174.3,0.861,73.57565457,8.545372191,10.05337905,35.09803922,1.692,18.0,17.8
119,2020-09-28,2021-08-14,1.8,9.0,5,69,3,1,Zyatt,SFP,N350,428.78,23.00446107,340.2729581,0.793584025,67.60590438,350.0,15.813,25.8,0.269230264,,,304.2535,3.174970934,0.072,0.00075134,0.0065,6.78293,0.0455,0.000474805,4.04,0.042158537,35.503,0.370483801,4161.589,43.4273529,13.49934469,978.107,10.20682193,34.0785,0.355618742,0.009,9.39175,2.2,229.576194,24.3371462,0.535417216,30.66738423,11.4805,0.11980225,0.101,0.001053963,2850.3345,29.74404301,0.0505,0.000526982,1365.4975,14.24935086,0.0305,0.000318276,66.0,76.3,0.028,0.000292188,160.4,10.43528155,12.27680182,27.1625,0.283448335,45.36199095,7.3675,1.8,,,67.4682453,515.0,513.0,78.78,650.5786501,100.0,193.2,0.8807,110.696764,12.56917952,14.78727002,42.99610895,1.604,22.1,22.1
120,2020-09-28,2021-08-14,1.8,9.0,5,70,3,1,Crusoe,SFP,N350,428.78,19.82201714,318.4426411,0.742671396,62.24674268,350.0,15.278,29.7445,0.300555768,,,323.6435,3.270282594,0.0595,0.000601223,0.018,0.000181882,0.0625,0.000631536,4.667,0.047158089,34.119,0.344758266,4302.612,43.47609989,13.31592689,916.522,9.261072582,37.145,0.375334734,0.007,7.07321,2.36,238.4681578,23.5658915,0.556155039,31.73124969,12.3785,0.12507958,0.1005,0.001015511,2780.8895,28.09972865,,,1388.338,14.02857649,,,66.4,76.6,0.033,0.000333451,156.6,10.10458296,11.88774466,27.1805,0.274647617,50.9765625,7.3675,1.8,,,74.88574926,523.0,503.0,78.78,645.2479539,100.0,150.6,0.823,79.97448335,9.717434185,11.43227551,38.69395712,1.566,20.7,19.0
121,2020-09-28,2021-08-14,1.8,9.0,4,3,1,1,Malacca,RFP,N200,272.16,15.3434712,208.8424275,0.767351659,73.46912877,200.0,10.33,,,,,,,,,,,,,,,,,,,13.9869281,,,,,,,2.29,155.7187969,24.98510972,0.572159013,32.56018207,,,,,,,,,,,,,65.8,76.5,,,132.6,6.799947462,7.999938191,,,44.31818182,7.3675,1.8,,,74.56281694,515.0,509.0,72.16,512.8165507,100.0,166.6,0.6218,53.12363058,8.543523734,10.05120439,28.02734375,1.326,14.6,14.1
122,2020-09-28,2021-08-14,1.8,9.0,4,4,1,1,Crusoe,RFP,N200,272.16,16.43807061,213.2491546,0.783543337,77.08387234,200.0,11.096,,,,,,,,,,,,,,,,,,,14.13612565,,,,,,,2.14,156.0111961,26.78660643,0.573233378,34.18650273,,,,,,,,,,,,,65.6,76.4,,,140.5,7.290242806,8.576756243,,,44.34974747,7.3675,1.8,,,73.15911583,523.0,502.0,72.16,518.8784915,100.0,176.3,0.6257,57.23795858,9.147827806,10.76215036,29.36585366,1.405,15.5,14.6
123,2020-09-28,2021-08-14,1.8,9.0,4,5,1,1,Paragon,RFP,N200,272.16,14.39870403,204.093676,0.749903278,70.54948646,200.0,8.559,,,,,,,,,,,,,,,,,,,14.43298969,,,,,,,2.68,150.7153754,20.66324234,0.553774895,27.55454332,,,,,,,,,,,,,66.4,77.6,,,134.2,5.623708036,6.616127102,,,39.05704307,7.3675,1.8,100.0,5.0,73.84617608,528.0,511.0,72.16,419.0542501,100.0,209.4,0.6083,53.37830065,8.774995997,10.3235247,26.0827719,1.342,14.1,13.0
124,2020-09-28,2021-08-14,1.8,9.0,4,6,1,1,Zyatt,RFP,N200,272.16,10.731051,163.5748487,0.601024576,65.60330687,200.0,6.236,,,,,,,,,,,,,,,,,,,13.65517241,,,,,,,2.53,104.0380766,15.10940968,0.382268065,25.13942071,,,,,,,,,,,,,62.6,72.5,,,68.9,4.112176939,4.837855223,,,38.32035595,7.3675,1.8,,,63.6027344,521.0,506.0,72.16,596.8326472,100.0,110.9,0.8995,59.53677215,6.618874058,7.786910656,22.68743914,0.689,12.2,11.1
125,2020-09-28,2021-08-14,1.8,9.0,4,7,1,1,Hereward,RFP,N200,272.16,13.83059356,202.698939,0.744778582,68.23219515,200.0,9.24,,,,,,,,,,,,,,,,,,,14.06451613,,,,,,,2.35,143.1218261,22.37761049,0.525873847,30.04599088,,,,,,,,,,,,,66.6,77.5,,,136.2,6.090290472,7.165047614,,,44.03491756,7.3675,1.8,,,70.60807857,513.0,516.0,72.16,447.1578908,100.0,173.1,0.7697,59.57711288,7.740303089,9.106238928,27.98833819,1.362,14.4,14.4
126,2020-09-28,2021-08-14,1.8,9.0,4,8,1,1,Cadenza,RFP,N200,272.16,9.91508616,178.9716336,0.657597125,55.40032215,200.0,8.65,,,,,,,,,,,,,,,,,,,13.88518024,,,,,,,2.58,148.495316,21.14797326,0.54561771,32.15946731,,,,,,,,,,,,,64.5,74.9,,,183.9,5.755632401,6.771332237,,,58.04924242,7.3675,1.8,60.0,5.0,82.97142566,523.0,516.0,72.16,312.9762045,100.0,132.9,0.7327,30.47631769,4.159453758,4.89347501,29.74013474,1.839,15.6,15.3
127,2020-09-28,2021-08-14,1.8,9.0,4,9,1,1,Robigus,RFP,N200,272.16,5.463819383,,,,200.0,2.974,,,,,,,,,,,,,,,,,,,13.75,,,,,,,,,,,,,,,,,,,,,,,,62.1,72.0,,,51.9,1.973362742,2.321603226,,,36.11691023,7.3675,1.8,100.0,9.0,,,,72.16,380.224035,100.0,91.8,1.042,36.3705582,3.490456642,4.106419578,,0.519,,
128,2020-09-28,2021-08-14,1.8,9.0,4,10,1,1,Istabraq,RFP,N200,272.16,12.37350319,184.2586469,0.677023247,67.15290383,200.0,8.629,,,,,,,,,,,,,,,,,,,14.0077821,,,,,,,2.27,128.9794175,20.87710415,0.473910264,30.83661344,,,,,,,,,,,,,66.3,77.1,,,114.8,5.681912666,6.684603137,,,45.92,7.3675,1.8,20.0,10.0,69.99911251,518.0,507.0,72.16,494.9401277,100.0,135.2,0.8261,55.27922934,6.691590527,7.872459443,23.51219512,1.148,12.3,11.8
129,2020-09-28,2021-08-14,1.8,9.0,4,11,1,1,Solstice,RFP,N200,272.16,11.10774305,164.9736453,0.606164188,67.33040925,200.0,6.456,,,,,,,,,,,,,,,,,,,13.72299873,,,,,,,2.46,105.2735533,15.72388572,0.386807589,25.93997805,,,,,,,,,,,,,67.9,78.7,,,105.1,4.279412738,5.034603221,,,38.52639296,7.3675,1.8,,,63.812346,517.0,528.0,72.16,407.1753318,100.0,167.7,0.8743,59.70009194,6.828330315,8.033329782,24.88038278,1.051,12.9,13.1
130,2020-09-28,2021-08-14,1.8,9.0,4,12,1,1,Avalon,RFP,N200,272.16,10.95903955,179.1713835,0.658331068,61.16512212,200.0,7.5,,,,,,,,,,,,,,,,,,,13.86768448,,,,,,,2.6,129.0917432,18.24319168,0.474322984,27.71127258,,,,,,,,,,,,,67.7,78.6,,,124.5,4.965067047,5.841255349,,,45.30567686,7.3675,1.8,80.0,9.0,72.0493087,531.0,517.0,72.16,398.800566,100.0,150.3,0.8355,50.0796403,5.993972507,7.051732361,28.91221374,1.245,15.5,14.8
131,2020-09-28,2021-08-14,1.8,9.0,4,13,1,1,Siskin,RFP,N200,272.16,18.79237367,251.2267424,0.923084738,74.80244137,200.0,12.857,,,,,,,,,,,,,,,,,,,13.69680851,,,,,,,2.13,180.5846385,31.1513523,0.663523804,33.7470126,,,,,,,,,,,,,64.9,75.2,,,147.3,8.478152041,9.974296519,,,45.11485452,7.3675,1.8,,,71.88113684,518.0,516.0,72.16,575.5704034,100.0,179.2,0.6849,70.64210393,10.31422163,12.13437839,32.68858801,1.473,16.6,17.2
132,2020-09-28,2021-08-14,1.8,9.0,4,14,1,1,Maris Widgeon,RFP,N200,272.16,14.00736173,200.950457,0.738354119,69.70554804,200.0,8.252,,,,,,,,,,,,,,,,,,,13.92904074,,,,,,,2.66,144.4215736,19.94923011,0.530649521,27.01851266,,,,,,,,,,,,,65.5,76.1,,,97.6,5.429382467,6.387508785,,,38.76092137,7.3675,1.8,30.0,8.0,71.86924369,511.0,505.0,72.16,556.2891872,100.0,154.2,0.659,56.52888337,8.577979266,10.09174031,33.66141732,0.976,17.8,16.4
133,2020-09-28,2021-08-14,1.8,9.0,4,15,1,1,Barrel,RFP,N200,272.16,14.18183501,202.7203595,0.744857288,69.95762559,200.0,9.928,,,,,,,,,,,,,,,,,,,13.73283396,,,,,,,2.2,144.1003607,24.0667857,0.529469285,32.31059975,,,,,,,,,,,,,69.1,80.1,,,121.7,6.550016397,7.705901643,,,46.18595825,7.3675,1.8,,,71.08331945,505.0,509.0,72.16,538.2100573,100.0,141.8,0.7681,58.61999876,7.631818612,8.978610132,25.93688363,1.217,13.0,13.3
134,2020-09-28,2021-08-14,1.8,9.0,4,16,1,1,Theodore,RFP,N200,272.16,19.62475784,247.0781382,0.907841484,79.42733413,200.0,14.277,,,,,,,,,,,,,,,,,,,13.18822023,,,,,,,1.97,186.9612341,34.87073036,0.686953388,38.41059369,,,,,,,,,,,,,67.8,78.1,,,191.6,9.490417975,11.16519762,,,48.35941444,7.3675,1.8,,,75.66886957,513.0,515.0,72.16,495.324529,100.0,204.6,0.5932,60.11690407,10.13433986,11.92275278,30.64202335,1.916,15.6,15.9
135,2020-09-28,2021-08-14,1.8,9.0,4,17,1,1,Mercia,RFP,N200,272.16,16.73893254,228.9704751,0.84130833,73.10520073,200.0,10.089,,,,,,,,,,,,,,,,,,,13.09226933,,,,,,,2.42,162.1694883,24.62234908,0.595860848,29.26673634,,,,,,,,,,,,,69.7,80.2,,,118.7,6.701218526,7.883786501,,,40.03372681,7.3675,1.8,,,70.82550195,512.0,525.0,72.16,564.5508446,100.0,177.8,0.6655,66.80098678,10.03771402,11.80907531,27.86885246,1.187,14.2,14.7
136,2020-09-28,2021-08-14,1.8,9.0,4,18,1,1,Riband,RFP,N200,272.16,9.725063121,163.4054537,0.600402167,59.51492377,200.0,8.233,,,,,,,,,,,,,,,,,,,13.71742112,,,,,,,2.38,130.5396255,20.15306516,0.479642951,33.56594341,,,,,,,,,,,,,62.9,72.9,,,170.1,5.484858213,6.452774368,,,56.39920424,7.3675,1.8,,,79.88694532,527.0,524.0,72.16,322.4490425,100.0,131.5,0.7751,32.86582825,4.240204909,4.988476363,28.16365366,1.701,14.7,14.9
137,2020-09-28,2021-08-14,1.8,9.0,4,19,1,1,Graham,RFP,N200,272.16,17.53858171,231.0316696,0.848881796,75.91418845,200.0,11.624,,,,,,,,,,,,,,,,,,,13.73333333,,,,,,,2.05,156.8449386,28.1120393,0.576296806,33.11655336,,,,,,,,,,,,,64.7,75.0,,,118.7,7.650972615,9.001144253,,,43.62366777,7.3675,1.8,,,67.88893439,526.0,517.0,72.16,644.563826,100.0,153.4,0.7503,74.18673101,9.887609091,11.63248128,29.33844679,1.187,15.4,15.2
138,2020-09-28,2021-08-14,1.8,9.0,4,20,1,1,Soissons,RFP,N200,272.16,10.67737463,176.5771135,0.648798918,60.46862141,200.0,9.222,,,,,,,,,,,,,,,,,,,13.51010101,,,,,,,2.33,142.9519698,22.54290738,0.525249742,34.74559953,,,,,,,,,,,,,68.5,79.2,,,160.2,6.135277672,7.217973732,,,57.46054519,7.3675,1.8,,,80.95724691,574.0,525.0,72.16,382.9761343,100.0,118.6,0.7403,33.62514374,4.542096953,5.343643474,25.84167425,1.602,14.7,13.7
139,2020-09-28,2021-08-14,1.8,9.0,4,21,1,1,Xi19,RFP,N200,272.16,16.36210837,235.9530974,0.866964644,69.34474923,200.0,10.125,,,,,,,,,,,,,,,,,,,13.38481338,,,,,,,2.3,154.6425486,24.70454538,0.568204544,28.49544737,,,,,,,,,,,,,67.3,77.7,,,146.7,6.72358907,7.910104788,,,41.09243697,7.3675,1.8,,,65.53952895,507.0,506.0,72.16,458.3223633,100.0,210.3,0.8436,81.31054882,9.6385193,11.33943447,28.82527147,1.467,14.5,14.7
140,2020-09-28,2021-08-14,1.8,9.0,4,22,1,1,Claire,RFP,N200,272.16,6.839394786,110.0086216,0.404205694,62.17144336,200.0,3.973,,,,,,,,,,,,,,,,,,,13.47150259,,,,,,,2.61,69.33385739,9.760690887,0.254754032,24.14783126,,,,,,,,,,,,,66.8,77.2,,,85.1,2.656469632,3.12525839,,,38.840712,7.3675,1.8,100.0,9.0,63.0258396,525.0,502.0,72.16,312.1585936,100.0,134.0,0.9724,40.6747642,4.182925154,4.921088417,17.23466407,0.851,9.3,8.4
141,2020-09-28,2021-08-14,1.8,9.0,4,27,2,1,Cadenza,SFP,N200,282.24,15.62216375,222.4169083,0.788041767,70.23820207,200.0,12.395,33.9825,0.279965317,0.003,2.47155,358.8325,2.956246737,0.0485,0.000399568,0.004,3.29541,0.1275,0.001050411,3.8185,0.031458767,31.2445,0.257408265,4602.652,37.91901502,13.52718078,1097.2365,9.039598764,42.0655,0.34655723,0.0175,0.000144174,2.3,189.4858324,29.18974792,0.671364202,37.04086401,15.036,0.123874303,0.0595,0.000490192,3331.9725,27.4505036,0.075,0.000617889,1476.3015,12.16253124,,,68.4,79.1,0.0365,0.000300706,207.2,8.238514453,9.692369945,25.557,0.210551714,52.73606516,7.3675,1.8,,,85.19398722,520.0,500.0,82.24,397.6117014,100.0,185.7,0.446,32.93107586,7.383649295,8.686646229,35.09803922,2.072,18.4,17.4
142,2020-09-28,2021-08-14,1.8,9.0,4,28,2,1,Theodore,SFP,N200,282.24,24.28421149,290.4959158,1.029251402,83.59570709,200.0,16.594,22.092,0.242729246,,,235.388,2.586255289,0.038,0.000417514,0.0195,0.00021425,0.068,0.00074713,3.659,0.040202169,32.533,0.357446613,4653.1245,51.12481456,13.35978836,935.904,10.28296544,30.492,0.335021736,0.033,0.000362578,2.03,223.040182,38.92857527,0.790250078,37.82222223,12.661,0.139108953,0.0755,0.000829534,2910.7565,31.98106698,0.014,0.000153821,1285.475,14.12377232,,,65.5,75.6,0.0345,0.000379058,193.6,10.98720109,12.92611892,21.765,0.239136432,45.24421594,7.3675,1.8,,,76.77911113,505.0,504.0,82.24,567.5207172,100.0,234.3,0.5073,67.45573378,13.2970104,15.64354165,34.19226957,1.936,17.4,17.1
143,2020-09-28,2021-08-14,1.8,9.0,4,29,2,1,Siskin,SFP,N200,282.24,22.36803766,289.8157671,1.026841578,77.18019583,200.0,15.829,27.787,0.289884987,,,315.0345,3.286564654,0.0525,0.000547701,,,0.1145,0.001194509,3.722,0.038829378,26.017,0.271419646,4799.0975,50.06608551,13.61916772,961.0015,10.02554819,35.2575,0.367820202,0.082,0.000855456,2.11,220.1235554,36.96285427,0.779916225,35.99664744,12.136,0.126607558,0.073,0.000761565,2960.207,30.88205164,,,1415.933,14.77157375,0.121,0.00126232,68.5,79.3,0.024,0.000250378,161.7,10.43239599,12.27340705,22.055,0.230086494,46.63974618,7.3675,1.8,,,75.95292609,513.0,524.0,82.24,645.16982,100.0,185.0,0.5839,69.69221171,11.93564167,14.04193138,37.60848602,1.617,19.4,19.6
